,country,region_map,city,tried,executed,mortality,perc_of_total
0,Austria,Niederosterreich,Krems,1.0,0.0,0.0,0.0
1,Austria,Oberosterreich,Braunau am Inn,2.0,1.0,0.5,6.299609424215698e-05
2,Austria,Oberosterreich,Mattighofen,2.0,0.0,0.0,0.0
3,Austria,Oberosterreich,Scharding,1.0,0.0,0.0,0.0
4,Austria,Salzburg,Salzburg,1.0,0.0,0.0,0.0
5,Austria,Tirol,Innsbruck,57.0,0.0,0.0,0.0
6,Austria,Vorarlberg,Fussach,11.0,11.0,1.0,0.0006929570366637269
7,Austria,Wien,Vienna,1.0,1.0,1.0,6.299609424215698e-05
8,Belgium,Antwerpen,Machelen,1.0,1.0,1.0,6.299609424215698e-05
9,Belgium,Brabant Wallon,Nivelles,1.0,0.0,0.0,0.0
10,Belgium,Brabant Wallon,Perwez,1.0,1.0,1.0,6.299609424215698e-05
11,Belgium,Brabant Wallon,Villers-la-Ville,3.0,1.0,0.3333333333333333,6.299609424215698e-05
12,Belgium,Brabant Wallon,Wavre,1.0,0.0,0.0,0.0
13,Belgium,Bruxelles,Brussels,1.0,0.0,0.0,0.0
14,Belgium,Hainaut,Charleroi,11.0,6.0,0.5454545454545454,0.00037797656545294193
15,Belgium,Hainaut,Chatelet,5.0,3.0,0.6,0.00018898828272647097
16,Belgium,Hainaut,Fleurus,12.0,5.0,0.4166666666666667,0.00031498047121078493
17,Belgium,Hainaut,Gerpinnes,1.0,1.0,1.0,6.299609424215698e-05
18,Belgium,Hainaut,Mons,1.0,1.0,1.0,6.299609424215698e-05
19,Belgium,Hainaut,Pont-a-Celles,1.0,1.0,1.0,6.299609424215698e-05
20,Belgium,Hainaut,Tournai,3.0,0.0,0.0,0.0
21,Belgium,Liege,Braives,5.0,1.0,0.2,6.299609424215698e-05
22,Belgium,Liege,Burdinne,2.0,1.0,0.5,6.299609424215698e-05
23,Belgium,Liege,Hannut,4.0,0.0,0.0,0.0
24,Belgium,Liege,Seraing,1.0,1.0,1.0,6.299609424215698e-05
25,Belgium,Liege,Wasseiges,2.0,1.0,0.5,6.299609424215698e-05
26,Belgium,Luxembourg (BE),Arlon,30.0,24.0,0.8,0.0015119062618117677
27,Belgium,Luxembourg (BE),Bastogne,10.0,3.0,0.3,0.00018898828272647097
28,Belgium,Luxembourg (BE),Bouillon,49.0,3.0,0.061224489795918366,0.00018898828272647097
29,Belgium,Luxembourg (BE),Chiny,23.0,9.0,0.391304347826087,0.0005669648481794129
30,Belgium,Luxembourg (BE),Durbuy,38.0,3.0,0.07894736842105263,0.00018898828272647097
31,Belgium,Luxembourg (BE),Marche-en-Famenne,7.0,0.0,0.0,0.0
32,Belgium,Luxembourg (BE),Neufchateau,6.0,0.0,0.0,0.0
33,Belgium,Luxembourg (BE),Saint-Hubert,24.0,0.0,0.0,0.0
34,Belgium,Luxembourg (BE),Virton,22.0,6.0,0.2727272727272727,0.00037797656545294193
35,Belgium,Namur,Andenne,6.0,1.0,0.16666666666666666,6.299609424215698e-05
36,Belgium,Namur,Anhee,2.0,0.0,0.0,0.0
37,Belgium,Namur,Assesse,3.0,0.0,0.0,0.0
38,Belgium,Namur,Bioul,3.0,1.0,0.3333333333333333,6.299609424215698e-05
39,Belgium,Namur,Ciney,4.0,2.0,0.5,0.00012599218848431397
40,Belgium,Namur,Dinant,15.0,4.0,0.26666666666666666,0.00025198437696862794
41,Belgium,Namur,Eghezee,14.0,7.0,0.5,0.00044097265969509893
42,Belgium,Namur,Fernelmont,10.0,3.0,0.3,0.00018898828272647097
43,Belgium,Namur,Floreffe,18.0,9.0,0.5,0.0005669648481794129
44,Belgium,Namur,Florennes,12.0,4.0,0.3333333333333333,0.00025198437696862794
45,Belgium,Namur,Gembloux,7.0,4.0,0.5714285714285714,0.00025198437696862794
46,Belgium,Namur,Gesves,2.0,1.0,0.5,6.299609424215698e-05
47,Belgium,Namur,Hamois,9.0,1.0,0.1111111111111111,6.299609424215698e-05
48,Belgium,Namur,Hastiere,14.0,2.0,0.14285714285714285,0.00012599218848431397
49,Belgium,Namur,Houyet,2.0,1.0,0.5,6.299609424215698e-05
50,Belgium,Namur,Jemeppe-sur-Sambre,10.0,6.0,0.6,0.00037797656545294193
51,Belgium,Namur,La Bruyere,1.0,1.0,1.0,6.299609424215698e-05
52,Belgium,Namur,Mettet,15.0,6.0,0.4,0.00037797656545294193
53,Belgium,Namur,Namur,30.0,13.0,0.43333333333333335,0.0008189492251480409
54,Belgium,Namur,Ohey,4.0,2.0,0.5,0.00012599218848431397
55,Belgium,Namur,Onhaye,9.0,4.0,0.4444444444444444,0.00025198437696862794
56,Belgium,Namur,Philippeville,1.0,0.0,0.0,0.0
57,Belgium,Namur,Profondeville,3.0,3.0,1.0,0.00018898828272647097
58,Belgium,Namur,Sambreville,2.0,0.0,0.0,0.0
59,Belgium,Namur,Sombreffe,1.0,1.0,1.0,6.299609424215698e-05
60,Belgium,Namur,Walcourt,16.0,7.0,0.4375,0.00044097265969509893
61,Belgium,Namur,Yvoir,4.0,1.0,0.25,6.299609424215698e-05
62,Belgium,Oost-Vlaanderen,Aalst,2.0,2.0,1.0,0.00012599218848431397
63,Belgium,Oost-Vlaanderen,Assenede,1.0,1.0,1.0,6.299609424215698e-05
64,Belgium,Oost-Vlaanderen,Berlare,1.0,1.0,1.0,6.299609424215698e-05
65,Belgium,Oost-Vlaanderen,Deinze,1.0,1.0,1.0,6.299609424215698e-05
66,Belgium,Oost-Vlaanderen,Dendermonde,3.0,3.0,1.0,0.00018898828272647097
67,Belgium,Oost-Vlaanderen,Eeklo,1.0,1.0,1.0,6.299609424215698e-05
68,Belgium,Oost-Vlaanderen,Gavere,1.0,1.0,1.0,6.299609424215698e-05
69,Belgium,Oost-Vlaanderen,Geraardsbergen,1.0,1.0,1.0,6.299609424215698e-05
70,Belgium,Oost-Vlaanderen,Ghent,9.0,9.0,1.0,0.0005669648481794129
71,Belgium,Oost-Vlaanderen,Kruishoutem,2.0,2.0,1.0,0.00012599218848431397
72,Belgium,Oost-Vlaanderen,Laarne,1.0,1.0,1.0,6.299609424215698e-05
73,Belgium,Oost-Vlaanderen,Nazareth,1.0,1.0,1.0,6.299609424215698e-05
74,Belgium,Oost-Vlaanderen,Nevele,1.0,1.0,1.0,6.299609424215698e-05
75,Belgium,Oost-Vlaanderen,Ninove,1.0,1.0,1.0,6.299609424215698e-05
76,Belgium,Oost-Vlaanderen,Oudenaarde,3.0,3.0,1.0,0.00018898828272647097
77,Belgium,Oost-Vlaanderen,Ronse,1.0,1.0,1.0,6.299609424215698e-05
78,Belgium,Oost-Vlaanderen,Sint-Niklaas,3.0,3.0,1.0,0.00018898828272647097
79,Belgium,Oost-Vlaanderen,Wortegem-Petegem,1.0,1.0,1.0,6.299609424215698e-05
80,Belgium,Oost-Vlaanderen,Zulte,1.0,1.0,1.0,6.299609424215698e-05
81,Belgium,Vlaams Brabant,Liedekerke,1.0,1.0,1.0,6.299609424215698e-05
82,Belgium,West-Vlaanderen,Bruges,104.0,23.0,0.22115384615384615,0.0014489101675696106
83,Belgium,West-Vlaanderen,Dentergem,2.0,2.0,1.0,0.00012599218848431397
84,Belgium,West-Vlaanderen,Diksmuide,3.0,3.0,1.0,0.00018898828272647097
85,Belgium,West-Vlaanderen,Herelbeke,1.0,1.0,1.0,6.299609424215698e-05
86,Belgium,West-Vlaanderen,Heuvelland,1.0,1.0,1.0,6.299609424215698e-05
87,Belgium,West-Vlaanderen,Ingelmunster,1.0,1.0,1.0,6.299609424215698e-05
88,Belgium,West-Vlaanderen,Kortemark,1.0,1.0,1.0,6.299609424215698e-05
89,Belgium,West-Vlaanderen,Kortrijk,2.0,2.0,1.0,0.00012599218848431397
90,Belgium,West-Vlaanderen,Menen,3.0,3.0,1.0,0.00018898828272647097
91,Belgium,West-Vlaanderen,Mesen,1.0,1.0,1.0,6.299609424215698e-05
92,Belgium,West-Vlaanderen,Nieuwpoort,9.0,9.0,1.0,0.0005669648481794129
93,Belgium,West-Vlaanderen,Ostend,1.0,1.0,1.0,6.299609424215698e-05
94,Belgium,West-Vlaanderen,Oudenburg,1.0,1.0,1.0,6.299609424215698e-05
95,Belgium,West-Vlaanderen,Poperinge,1.0,1.0,1.0,6.299609424215698e-05
96,Belgium,West-Vlaanderen,Spiere-Helkijn,1.0,1.0,1.0,6.299609424215698e-05
97,Belgium,West-Vlaanderen,Veurne,15.0,15.0,1.0,0.0009449414136323547
98,Belgium,West-Vlaanderen,Ypres,5.0,5.0,1.0,0.00031498047121078493
99,Belgium,West-Vlaanderen,Zwevegem,4.0,4.0,1.0,0.00025198437696862794
100,Czech Republic,Jihomoravsky,Brunn,2.0,0.0,0.0,0.0
101,Denmark,Central Jutland,Ringkobing,1.0,0.0,0.0,0.0
102,Denmark,Southern Denmark,Agerbaek,1.0,0.0,0.0,0.0
103,Denmark,Southern Denmark,Blavand,4.0,0.0,0.0,0.0
104,Denmark,Southern Denmark,Bramming,3.0,0.0,0.0,0.0
105,Denmark,Southern Denmark,Esbjerg,10.0,0.0,0.0,0.0
106,Denmark,Southern Denmark,Faaborg,1.0,0.0,0.0,0.0
107,Denmark,Southern Denmark,Fano,1.0,0.0,0.0,0.0
108,Denmark,Southern Denmark,Haderslev,2.0,0.0,0.0,0.0
109,Denmark,Southern Denmark,Norre-Nebel,5.0,0.0,0.0,0.0
110,Denmark,Southern Denmark,Ribe,13.0,0.0,0.0,0.0
111,Denmark,Southern Denmark,Skaerbaek,1.0,0.0,0.0,0.0
112,Denmark,Southern Denmark,Varde,9.0,0.0,0.0,0.0
113,France,Alsace,Ensisheim,5.0,5.0,1.0,0.00031498047121078493
114,France,Alsace,Erstein,1.0,1.0,1.0,6.299609424215698e-05
115,France,Alsace,La Wantzenau,5.0,4.0,0.8,0.00025198437696862794
116,France,Alsace,Schlettstadt,1.0,1.0,1.0,6.299609424215698e-05
117,France,Alsace,Strassburg,4.0,1.0,0.25,6.299609424215698e-05
118,France,Aquitaine,Agen,6.0,2.0,0.3333333333333333,0.00012599218848431397
119,France,Aquitaine,Bearn,12.0,2.0,0.16666666666666666,0.00012599218848431397
120,France,Aquitaine,Bordeaux,2.0,2.0,1.0,0.00012599218848431397
121,France,Aquitaine,Marmande,11.0,7.0,0.6363636363636364,0.00044097265969509893
122,France,Aquitaine,Nerac,2.0,0.0,0.0,0.0
123,France,Aquitaine,Saint-Jean-de-Luz,1.0,1.0,1.0,6.299609424215698e-05
124,France,Auvergne,Le Puy-en-Velay,1.0,1.0,1.0,6.299609424215698e-05
125,France,Auvergne,Riom,2.0,1.0,0.5,6.299609424215698e-05
126,France,Basse-Normandie,L'Oudon,1.0,1.0,1.0,6.299609424215698e-05
127,France,Bourgogne,Autun,1.0,0.0,0.0,0.0
128,France,Bourgogne,Auxonne,2.0,2.0,1.0,0.00012599218848431397
129,France,Bourgogne,Chalon-sur-Saone,1.0,0.0,0.0,0.0
130,France,Bourgogne,Dijon,1.0,1.0,1.0,6.299609424215698e-05
131,France,Bourgogne,Macon,4.0,4.0,1.0,0.00025198437696862794
132,France,Bourgogne,Nevers,1.0,1.0,1.0,6.299609424215698e-05
133,France,Bourgogne,Tonnerre,1.0,1.0,1.0,6.299609424215698e-05
134,France,Bretagne,Lorient,3.0,0.0,0.0,0.0
135,France,Centre,Orleans,18.0,18.0,1.0,0.0011339296963588257
136,France,Centre,Tours,14.0,0.0,0.0,0.0
137,France,Champagne-Ardenne,Bievres,1.0,1.0,1.0,6.299609424215698e-05
138,France,Champagne-Ardenne,Chalons-sur-Marne,1.0,0.0,0.0,0.0
139,France,Champagne-Ardenne,Langres,6.0,0.0,0.0,0.0
140,France,Champagne-Ardenne,Troyes,1.0,0.0,0.0,0.0
141,France,Franche-Comte,Arbois,3.0,0.0,0.0,0.0
142,France,Franche-Comte,Baume-les-Dames,11.0,4.0,0.36363636363636365,0.00025198437696862794
143,France,Franche-Comte,Besancon,2.0,2.0,1.0,0.00012599218848431397
144,France,Franche-Comte,Dole,20.0,8.0,0.4,0.0005039687539372559
145,France,Franche-Comte,Gray,12.0,3.0,0.25,0.00018898828272647097
146,France,Franche-Comte,Lons-le-Saunier,3.0,2.0,0.6666666666666666,0.00012599218848431397
147,France,Franche-Comte,Luxeuil-les-Bains,8.0,4.0,0.5,0.00025198437696862794
148,France,Franche-Comte,Orgelet,9.0,3.0,0.3333333333333333,0.00018898828272647097
149,France,Franche-Comte,Ornans,8.0,3.0,0.375,0.00018898828272647097
150,France,Franche-Comte,Poligny,3.0,1.0,0.3333333333333333,6.299609424215698e-05
151,France,Franche-Comte,Quingey,7.0,3.0,0.42857142857142855,0.00018898828272647097
152,France,Franche-Comte,Saint-Claude,3.0,1.0,0.3333333333333333,6.299609424215698e-05
153,France,Franche-Comte,Salins-les-Bains,8.0,5.0,0.625,0.00031498047121078493
154,France,Franche-Comte,Vesoul,32.0,16.0,0.5,0.0010079375078745117
155,France,Haute-Normandie,Evreux,1.0,0.0,0.0,0.0
156,France,Haute-Normandie,Londinieres,8.0,8.0,1.0,0.0005039687539372559
157,France,Haute-Normandie,Louviers,2.0,1.0,0.5,6.299609424215698e-05
158,France,Haute-Normandie,Rouen,6.0,5.0,0.8333333333333334,0.00031498047121078493
159,France,Ile-de-France,Brie-Comte-Robert,6.0,3.0,0.5,0.00018898828272647097
160,France,Ile-de-France,Chateau-Landon,2.0,1.0,0.5,6.299609424215698e-05
161,France,Ile-de-France,Coulommiers,1.0,0.0,0.0,0.0
162,France,Ile-de-France,Mantes,1.0,0.0,0.0,0.0
163,France,Ile-de-France,Paris,357.0,61.0,0.17086834733893558,0.003842761748771576
164,France,Ile-de-France,Provins,1.0,0.0,0.0,0.0
165,France,Languedoc-Roussillon,Beziers,2.0,0.0,0.0,0.0
166,France,Languedoc-Roussillon,Boucoiran-et-Nozieres,1.0,0.0,0.0,0.0
167,France,Languedoc-Roussillon,Carcassonne,7.0,3.0,0.42857142857142855,0.00018898828272647097
168,France,Languedoc-Roussillon,Mende,1.0,0.0,0.0,0.0
169,France,Lorraine,Amance,44.0,0.0,0.0,0.0
170,France,Lorraine,Arches,62.0,0.0,0.0,0.0
171,France,Lorraine,Bar,1.0,1.0,1.0,6.299609424215698e-05
172,France,Lorraine,Bitche,8.0,0.0,0.0,0.0
173,France,Lorraine,Blamont,67.0,0.0,0.0,0.0
174,France,Lorraine,Bruyeres,40.0,0.0,0.0,0.0
175,France,Lorraine,Cappel,20.0,20.0,1.0,0.0012599218848431397
176,France,Lorraine,Chambourg,60.0,36.0,0.6,0.0022678593927176515
177,France,Lorraine,Charmes,19.0,0.0,0.0,0.0
178,France,Lorraine,Chatel-sur-Moselle,48.0,0.0,0.0,0.0
179,France,Lorraine,Darney,5.0,0.0,0.0,0.0
180,France,Lorraine,Dieuze,31.0,0.0,0.0,0.0
181,France,Lorraine,Dompaire,43.0,0.0,0.0,0.0
182,France,Lorraine,Einville-au-jard,30.0,0.0,0.0,0.0
183,France,Lorraine,Epinal,44.0,0.0,0.0,0.0
184,France,Lorraine,Forbach,1.0,0.0,0.0,0.0
185,France,Lorraine,Gondreville,37.0,0.0,0.0,0.0
186,France,Lorraine,Gorze,3.0,1.0,0.3333333333333333,6.299609424215698e-05
187,France,Lorraine,Halfedanges,2.0,0.0,0.0,0.0
188,France,Lorraine,Luneville,24.0,0.0,0.0,0.0
189,France,Lorraine,Metz,64.0,56.0,0.875,0.0035277812775607914
190,France,Lorraine,Mirecourt,62.0,0.0,0.0,0.0
191,France,Lorraine,Monthureux-sur-Saone,4.0,4.0,1.0,0.00025198437696862794
192,France,Lorraine,Morhange,126.0,102.0,0.8095238095238095,0.006425601612700013
193,France,Lorraine,Nancy,79.0,2.0,0.02531645569620253,0.00012599218848431397
194,France,Lorraine,Pont-a-Mousson,30.0,0.0,0.0,0.0
195,France,Lorraine,Preny,12.0,0.0,0.0,0.0
196,France,Lorraine,Puttelange-aux-Lacs,36.0,30.0,0.8333333333333334,0.0018898828272647095
197,France,Lorraine,Rosieres-aux-Salines,45.0,0.0,0.0,0.0
198,France,Lorraine,Saint-Die,384.0,0.0,0.0,0.0
199,France,Lorraine,Sarralbe,30.0,24.0,0.8,0.0015119062618117677
200,France,Lorraine,Sarrebourg,48.0,42.0,0.875,0.0026458359581705932
201,France,Lorraine,Sarreguemines,60.0,54.0,0.9,0.003401789089076477
202,France,Lorraine,Sierck-les-Bains,42.0,30.0,0.7142857142857143,0.0018898828272647095
203,France,Lorraine,Vaudemont,56.0,0.0,0.0,0.0
204,France,Lorraine,Verdun,1.0,1.0,1.0,6.299609424215698e-05
205,France,Midi-Pyrenees,Cintegabelle,5.0,0.0,0.0,0.0
206,France,Midi-Pyrenees,Figeac,1.0,0.0,0.0,0.0
207,France,Midi-Pyrenees,Pamiers,6.0,0.0,0.0,0.0
208,France,Midi-Pyrenees,Toulouse,62.0,58.0,0.9354838709677419,0.003653773466045105
209,France,Nord-Pas-de-Calais,Bailleul,4.0,4.0,1.0,0.00025198437696862794
210,France,Nord-Pas-de-Calais,Bergues,3.0,3.0,1.0,0.00018898828272647097
211,France,Nord-Pas-de-Calais,Cambrai,3.0,1.0,0.3333333333333333,6.299609424215698e-05
212,France,Nord-Pas-de-Calais,Cassel,8.0,8.0,1.0,0.0005039687539372559
213,France,Nord-Pas-de-Calais,Douai,9.0,4.0,0.4444444444444444,0.00025198437696862794
214,France,Nord-Pas-de-Calais,Dunkirk,4.0,4.0,1.0,0.00025198437696862794
215,France,Nord-Pas-de-Calais,Hondschoote,4.0,4.0,1.0,0.00025198437696862794
216,France,Nord-Pas-de-Calais,Houtkerque,2.0,2.0,1.0,0.00012599218848431397
217,France,Nord-Pas-de-Calais,Lille,2.0,1.0,0.5,6.299609424215698e-05
218,France,Nord-Pas-de-Calais,Merville,2.0,2.0,1.0,0.00012599218848431397
219,France,Nord-Pas-de-Calais,Mons-en-Pevele,1.0,0.0,0.0,0.0
220,France,Nord-Pas-de-Calais,Morbecque,2.0,2.0,1.0,0.00012599218848431397
221,France,Nord-Pas-de-Calais,Pecquencourt,1.0,0.0,0.0,0.0
222,France,Nord-Pas-de-Calais,Rouvroy,1.0,0.0,0.0,0.0
223,France,Pays de la Loire,Angers,1.0,1.0,1.0,6.299609424215698e-05
224,France,Pays de la Loire,Nantes,8.0,8.0,1.0,0.0005039687539372559
225,France,Pays de la Loire,Saumur,1.0,1.0,1.0,6.299609424215698e-05
226,France,Picardie,Chauny,5.0,4.0,0.8,0.00025198437696862794
227,France,Picardie,Laon,1.0,0.0,0.0,0.0
228,France,Picardie,Saint-Quentin,1.0,0.0,0.0,0.0
229,France,Picardie,Soissons,2.0,1.0,0.5,6.299609424215698e-05
230,France,Poitou-Charentes,Bressuire,1.0,1.0,1.0,6.299609424215698e-05
231,France,Poitou-Charentes,Poitiers,4.0,4.0,1.0,0.00025198437696862794
232,France,Provence-Alpes-Cote d'Azur,Aix-en-Provence,1.0,0.0,0.0,0.0
233,France,Provence-Alpes-Cote d'Azur,Avignon,27.0,19.0,0.7037037037037037,0.0011969257906009828
234,France,Provence-Alpes-Cote d'Azur,Draguignan,1.0,0.0,0.0,0.0
235,France,Provence-Alpes-Cote d'Azur,Nice,2.0,1.0,0.5,6.299609424215698e-05
236,France,Rhone-Alpes,Aubenas,3.0,1.0,0.3333333333333333,6.299609424215698e-05
237,France,Rhone-Alpes,Avalon,4.0,0.0,0.0,0.0
238,France,Rhone-Alpes,Boissey,1.0,1.0,1.0,6.299609424215698e-05
239,France,Rhone-Alpes,Chambery,1.0,1.0,1.0,6.299609424215698e-05
240,France,Rhone-Alpes,Chamonix,23.0,23.0,1.0,0.0014489101675696106
241,France,Rhone-Alpes,La Tour-du-Pin,1.0,1.0,1.0,6.299609424215698e-05
242,France,Rhone-Alpes,Lyon,32.0,30.0,0.9375,0.0018898828272647095
243,France,Rhone-Alpes,Talloires,4.0,4.0,1.0,0.00025198437696862794
244,France,Rhone-Alpes,Vivarais,2.0,2.0,1.0,0.00012599218848431397
245,Germany,Arnsberg,Anrochte,4.0,3.0,0.75,0.00018898828272647097
246,Germany,Arnsberg,Arnsberg,220.0,152.0,0.6909090909090909,0.009575406324807863
247,Germany,Arnsberg,Attendorn,7.0,3.0,0.42857142857142855,0.00018898828272647097
248,Germany,Arnsberg,Bad Fredeburg,50.0,40.0,0.8,0.0025198437696862795
249,Germany,Arnsberg,Balve,323.0,307.0,0.9504643962848297,0.019339800932342194
250,Germany,Arnsberg,Bilstein,133.0,89.0,0.6691729323308271,0.005606652387551972
251,Germany,Arnsberg,Drolshagen,15.0,15.0,1.0,0.0009449414136323547
252,Germany,Arnsberg,Finnentrop,1.0,0.0,0.0,0.0
253,Germany,Arnsberg,Hallenberg,34.0,17.0,0.5,0.0010709336021166688
254,Germany,Arnsberg,Marsberg,2.0,2.0,1.0,0.00012599218848431397
255,Germany,Arnsberg,Medebach,3.0,2.0,0.6666666666666666,0.00012599218848431397
256,Germany,Arnsberg,Menden,82.0,76.0,0.926829268292683,0.004787703162403931
257,Germany,Arnsberg,Meschede,2.0,2.0,1.0,0.00012599218848431397
258,Germany,Arnsberg,Olpe,45.0,23.0,0.5111111111111111,0.0014489101675696106
259,Germany,Arnsberg,Padberg,9.0,7.0,0.7777777777777778,0.00044097265969509893
260,Germany,Arnsberg,Schmallenberg,83.0,71.0,0.8554216867469879,0.004472722691193146
261,Germany,Arnsberg,Siegen,1.0,0.0,0.0,0.0
262,Germany,Arnsberg,Sundern,1.0,0.0,0.0,0.0
263,Germany,Arnsberg,Warstein,33.0,17.0,0.5151515151515151,0.0010709336021166688
264,Germany,Arnsberg,Werl,55.0,53.0,0.9636363636363636,0.00333879299483432
265,Germany,Arnsberg,Winterberg,6.0,2.0,0.3333333333333333,0.00012599218848431397
266,Germany,Berlin,Berlin,5.0,5.0,1.0,0.00031498047121078493
267,Germany,Brandenburg,Angermunde,14.0,14.0,1.0,0.0008819453193901979
268,Germany,Brandenburg,Prenzlau,5.0,0.0,0.0,0.0
269,Germany,Braunschweig,Braunschweig,1.0,0.0,0.0,0.0
270,Germany,Chemnitz,Zwickau,1.0,0.0,0.0,0.0
271,Germany,Darmstadt,Birstein,3.0,0.0,0.0,0.0
272,Germany,Darmstadt,Brachttal,1.0,0.0,0.0,0.0
273,Germany,Darmstadt,Budingen,26.0,0.0,0.0,0.0
274,Germany,Darmstadt,Dreieich,7.0,0.0,0.0,0.0
275,Germany,Darmstadt,Erlensee,2.0,0.0,0.0,0.0
276,Germany,Darmstadt,Florstadt,11.0,0.0,0.0,0.0
277,Germany,Darmstadt,Frankfurt am Main,6.0,1.0,0.16666666666666666,6.299609424215698e-05
278,Germany,Darmstadt,Gedern,1.0,0.0,0.0,0.0
279,Germany,Darmstadt,Gelnhausen,45.0,0.0,0.0,0.0
280,Germany,Darmstadt,Ginsheim-Gustavsburg,2.0,0.0,0.0,0.0
281,Germany,Darmstadt,Gonsroth,1.0,0.0,0.0,0.0
282,Germany,Darmstadt,Grundau,15.0,0.0,0.0,0.0
283,Germany,Darmstadt,Hasselroth,1.0,0.0,0.0,0.0
284,Germany,Darmstadt,Hitzkirchen,1.0,0.0,0.0,0.0
285,Germany,Darmstadt,Kefenrod,1.0,0.0,0.0,0.0
286,Germany,Darmstadt,Langen,1.0,0.0,0.0,0.0
287,Germany,Darmstadt,Limeshain,4.0,0.0,0.0,0.0
288,Germany,Darmstadt,Linsengericht,7.0,0.0,0.0,0.0
289,Germany,Darmstadt,Meisenheim,1.0,0.0,0.0,0.0
290,Germany,Darmstadt,Neuberg,2.0,0.0,0.0,0.0
291,Germany,Darmstadt,Niddatal,2.0,0.0,0.0,0.0
292,Germany,Darmstadt,Offenbach am Main,3.0,0.0,0.0,0.0
293,Germany,Darmstadt,Ortenberg,3.0,0.0,0.0,0.0
294,Germany,Darmstadt,Peterweil,2.0,0.0,0.0,0.0
295,Germany,Darmstadt,R?_sselsheim,1.0,0.0,0.0,0.0
296,Germany,Darmstadt,Rodenbach,1.0,0.0,0.0,0.0
297,Germany,Darmstadt,Rodenbergen,1.0,0.0,0.0,0.0
298,Germany,Darmstadt,Russelsheim,1.0,0.0,0.0,0.0
299,Germany,Darmstadt,Schonrain,1.0,0.0,0.0,0.0
300,Germany,Darmstadt,Wachtersbach,3.0,0.0,0.0,0.0
301,Germany,Detmold,Buren,14.0,13.0,0.9285714285714286,0.0008189492251480409
302,Germany,Detmold,Paderborn,1.0,0.0,0.0,0.0
303,Germany,Dusseldorf,Angermund,2.0,0.0,0.0,0.0
304,Germany,Dusseldorf,Ratingen,1.0,0.0,0.0,0.0
305,Germany,Dusseldorf,Rheinberg,1.0,1.0,1.0,6.299609424215698e-05
306,Germany,Freiburg,Achern,2.0,2.0,1.0,0.00012599218848431397
307,Germany,Freiburg,Appenweier,5.0,3.0,0.6,0.00018898828272647097
308,Germany,Freiburg,Badenweiler,1.0,1.0,1.0,6.299609424215698e-05
309,Germany,Freiburg,Bernau im Schwarzwald,17.0,17.0,1.0,0.0010709336021166688
310,Germany,Freiburg,Black Forest,2.0,2.0,1.0,0.00012599218848431397
311,Germany,Freiburg,Braunlingen,11.0,7.0,0.6363636363636364,0.00044097265969509893
312,Germany,Freiburg,Breisach,85.0,2.0,0.023529411764705882,0.00012599218848431397
313,Germany,Freiburg,Brigach,6.0,6.0,1.0,0.00037797656545294193
314,Germany,Freiburg,Burkheim,8.0,8.0,1.0,0.0005039687539372559
315,Germany,Freiburg,Diersburg,2.0,2.0,1.0,0.00012599218848431397
316,Germany,Freiburg,Donaueschingen,7.0,7.0,1.0,0.00044097265969509893
317,Germany,Freiburg,Dornhan,14.0,11.0,0.7857142857142857,0.0006929570366637269
318,Germany,Freiburg,Efringen-Kirchen,1.0,1.0,1.0,6.299609424215698e-05
319,Germany,Freiburg,Elzach,15.0,14.0,0.9333333333333333,0.0008819453193901979
320,Germany,Freiburg,Endingen,7.0,7.0,1.0,0.00044097265969509893
321,Germany,Freiburg,Erolzheim,6.0,6.0,1.0,0.00037797656545294193
322,Germany,Freiburg,Ettenheim,32.0,18.0,0.5625,0.0011339296963588257
323,Germany,Freiburg,Freiburg,45.0,41.0,0.9111111111111111,0.0025828398639284366
324,Germany,Freiburg,Gengenbach,96.0,86.0,0.8958333333333334,0.005417664104825501
325,Germany,Freiburg,Grafenhausen,2.0,0.0,0.0,0.0
326,Germany,Freiburg,Gundelfingen,1.0,0.0,0.0,0.0
327,Germany,Freiburg,Harmersbach,1.0,0.0,0.0,0.0
328,Germany,Freiburg,Haslach im Kinzigtal,23.0,20.0,0.8695652173913043,0.0012599218848431397
329,Germany,Freiburg,Heidelberg,2.0,0.0,0.0,0.0
330,Germany,Freiburg,Hofweier,6.0,6.0,1.0,0.00037797656545294193
331,Germany,Freiburg,Hornberg,7.0,1.0,0.14285714285714285,6.299609424215698e-05
332,Germany,Freiburg,Hufingen,16.0,14.0,0.875,0.0008819453193901979
333,Germany,Freiburg,Isny im Allgau,3.0,0.0,0.0,0.0
334,Germany,Freiburg,Kenzingen,16.0,16.0,1.0,0.0010079375078745117
335,Germany,Freiburg,Kloster Wittichen,1.0,0.0,0.0,0.0
336,Germany,Freiburg,Konigsheim,1.0,0.0,0.0,0.0
337,Germany,Freiburg,Konstanz,111.0,66.0,0.5945945945945946,0.004157742219982361
338,Germany,Freiburg,Lahr,4.0,3.0,0.75,0.00018898828272647097
339,Germany,Freiburg,Lenzkirch,3.0,0.0,0.0,0.0
340,Germany,Freiburg,Markgraflerland,1.0,0.0,0.0,0.0
341,Germany,Freiburg,Neuried,1.0,1.0,1.0,6.299609424215698e-05
342,Germany,Freiburg,Nimburg,1.0,1.0,1.0,6.299609424215698e-05
343,Germany,Freiburg,Oberkirch,25.0,1.0,0.04,6.299609424215698e-05
